%% logfile from robot Silke (54)
% log is empty
% Silke (54)
%  1    time 2.003 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: 0.0305176 -2.2583 2.2583
%  9 10 Motor velocity ref left, right: 0.0338 0.0342
% 11 12 Wheel velocity [m/s] left, right: 0.0181 0.0125
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: 0.0355435 -3.92846e-05 0.00259112 -0.0107826
% 17 .. 37 Edge sensor: left 0.000000 0, right 0.000000 0, values 553 609 699 694 703 717 729 564, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
3.613 2 1 3 0 3.021240 -59.448242 -9.582520 0.0401 0.1561 0.0659 0.1309 0.2518 -0.0000 0.015547 -0.055592 -1.5705 0 2.7015 0  659 714 780 763 770 798 797 650  1 1 0 0 0 0 0 0 0 
3.618 2 1 3 0 -3.723145 -45.135498 -23.162842 0.0267 0.1327 0.0398 0.0976 0.2520 -0.0000 0.018138 -0.050749 -1.5705 0 2.7015 0  645 708 779 762 766 800 795 647  1 1 0 0 0 0 0 0 0 
3.623 2 1 3 0 -4.394531 -37.902832 -30.487061 0.0174 0.1134 0.0390 0.0534 0.2524 -0.0000 0.018138 -0.046840 -1.5705 0 2.7015 0  659 713 782 759 767 794 804 650  1 1 0 0 0 0 0 0 0 
3.628 2 1 3 0 -1.586914 -39.489746 -27.587891 0.0277 0.1137 0.0390 0.0880 0.2526 -0.0000 0.020729 -0.043477 -1.5705 0 2.7015 0  687 714 785 761 762 790 803 642  1 1 0 0 0 0 0 0 0 
3.633 2 1 3 0 0.091553 -40.405273 -28.442383 0.0278 0.1148 0.0269 0.0996 0.2528 -0.0000 0.023320 -0.039846 -1.5705 0 2.7015 0  664 721 781 731 766 787 779 643  1 1 0 0 0 0 0 0 0 
3.638 2 1 3 0 -2.166748 -41.961670 -27.923584 0.0262 0.1184 0.0201 0.1056 0.2530 -0.0000 0.025911 -0.036009 -1.5705 0 2.7015 0  661 723 782 769 758 787 786 637  1 1 0 0 0 0 0 0 0 
3.643 2 1 3 0 -4.913330 -40.832520 -31.372070 0.0317 0.1139 0.0161 0.0819 0.2532 -0.0000 0.028502 -0.032298 -1.5705 0 2.7015 0  684 719 782 783 761 783 800 638  1 1 0 0 0 0 0 0 0 
3.648 2 1 3 0 -2.471924 -42.480469 -29.022217 0.0297 0.1219 0.0133 0.1137 0.2536 -0.0000 0.033685 -0.028505 -1.5705 0 2.7015 0  661 716 780 751 757 787 784 635  1 1 0 0 0 0 0 0 0 
3.653 2 1 3 0 -1.983643 -43.487549 -33.233643 0.0270 0.1292 0.0112 0.1233 0.2538 0.0000 0.036276 -0.024543 -1.5705 0 2.7015 0  682 729 788 770 763 783 797 634  1 1 0 0 0 0 0 0 0 
3.658 2 1 3 0 -3.509521 -38.757324 -37.109375 0.0311 0.1233 0.0100 0.1012 0.2540 0.0000 0.038867 -0.020824 -1.5705 0 2.7015 0  686 726 784 749 759 787 752 632  1 1 0 0 0 0 0 0 0 
3.663 2 1 3 0 -5.584717 -41.412354 -38.360596 0.0472 0.1301 0.0088 0.0912 0.2544 0.0000 0.044049 -0.017067 -1.5705 0 2.7015 0  660 730 788 764 754 786 776 625  1 1 0 0 0 0 0 0 0 
3.668 2 1 3 0 -4.486084 -42.266846 -37.994385 0.0534 0.1370 0.0080 0.1044 0.2546 0.0000 0.046640 -0.013446 -1.5705 0 2.7015 0  669 724 792 755 760 779 779 628  1 1 0 0 0 0 0 0 0 
3.673 2 1 3 0 -2.258301 -45.074463 -38.024902 0.0554 0.1490 0.0072 0.1088 0.2548 0.0000 0.049231 -0.009470 -1.5705 0 2.7015 0  708 752 789 717 753 775 778 617  1 1 0 0 0 0 0 0 0 
3.678 2 1 3 0 -4.241943 -40.588379 -41.320801 0.0492 0.1516 0.0064 0.1173 0.2552 0.0001 0.054414 -0.005725 -1.5705 0 2.7015 0  682 740 793 765 771 783 777 614  1 1 0 0 0 0 0 0 0 
3.683 2 1 3 0 -6.347656 -35.278320 -45.013428 0.0495 0.1508 0.0064 0.1161 0.2556 0.0001 0.054414 -0.002276 -1.5705 0 2.7015 0  680 728 797 768 743 770 779 622  1 1 0 0 0 0 0 0 0 
3.688 2 1 3 0 -5.737305 -34.240723 -46.783447 0.0596 0.1549 0.0064 0.1189 0.2560 0.0001 0.059596 0.000695 -1.5705 0 2.7015 0  686 728 792 739 753 772 769 612  1 1 0 0 0 0 0 0 0 
3.693 2 1 3 0 -4.486084 -30.883789 -44.372559 0.0506 0.1560 0.0402 0.1217 0.2564 0.0001 0.059596 0.003303 -1.5705 0 2.7015 0  690 730 788 761 751 773 782 604  1 1 0 0 0 0 0 0 0 
3.698 2 1 3 0 -5.371094 -30.853271 -43.029785 0.0539 0.1620 0.0402 0.1177 0.2568 0.0002 0.064778 0.005898 -1.5705 0 2.7015 0  689 715 791 759 753 767 755 607  1 1 0 0 0 0 0 0 0 
3.703 2 1 3 0 -5.493164 -32.958984 -44.281006 0.0676 0.1777 0.0277 0.1574 0.2572 0.0002 0.069960 0.008721 -1.5705 0 2.7015 0  690 753 793 745 738 771 765 598  1 1 0 0 0 0 0 0 0 
3.708 2 1 3 0 -6.744385 -30.761719 -47.546387 0.0650 0.1851 0.0205 0.1538 0.2574 0.0002 0.072551 0.011621 -1.5705 0 2.7015 0  689 691 786 747 744 767 745 612  1 1 0 0 0 0 0 0 0 
3.713 2 1 3 0 -9.216309 -30.303955 -51.635742 0.0763 0.1944 0.0165 0.1530 0.2578 0.0002 0.077734 0.014537 -1.5705 0 2.7015 0  689 754 790 752 751 768 790 570  1 1 0 0 0 0 0 0 0 
3.718 2 1 3 0 -9.094238 -28.442383 -48.767090 0.0732 0.2013 0.0137 0.1506 0.2582 0.0003 0.082916 0.016941 -1.5705 0 2.7015 0  688 705 790 743 748 766 761 595  1 1 0 0 0 0 0 0 0 
3.723 2 1 3 0 -9.094238 -27.404785 -47.912598 0.0809 0.2110 0.0125 0.1631 0.2588 0.0003 0.085507 0.019195 -1.5705 0 2.7015 0  688 703 789 751 748 764 744 586  1 1 0 0 0 0 0 0 0 
3.728 2 1 3 0 -8.422852 -23.254395 -47.546387 0.0770 0.2172 0.0125 0.1735 0.2592 0.0003 0.090689 0.021297 -1.5705 0 2.7015 0  691 742 786 757 763 763 774 591  1 1 0 0 0 0 0 0 0 
3.733 2 1 3 0 -9.613037 -19.805908 -48.522949 0.0799 0.2217 0.0458 0.1735 0.2598 0.0004 0.093280 0.023087 -1.5705 0 2.7015 0  685 709 778 747 718 761 755 589  1 1 0 0 0 0 0 0 0 
3.738 2 1 3 0 -11.016846 -15.136719 -49.224854 0.0875 0.2194 0.0735 0.1506 0.2604 0.0005 0.095872 0.024438 -1.5705 0 2.7015 0  670 712 778 743 752 761 758 579  1 1 0 0 0 0 0 0 0 
3.743 2 1 3 0 -8.666992 -12.725830 -48.431396 0.0937 0.2230 0.0526 0.1611 0.2610 0.0005 0.098463 0.025485 -1.5705 0 2.7015 0  669 683 770 744 726 758 754 593  1 1 0 0 0 0 0 0 0 
3.748 2 1 3 0 -5.554199 -10.986328 -49.102783 0.0908 0.2301 0.0526 0.1892 0.2614 0.0006 0.103645 0.026307 -1.5705 0 2.7015 0  663 682 762 737 717 756 771 542  1 1 0 0 0 0 0 0 0 
3.753 2 1 3 0 -6.622314 -8.422852 -51.147461 0.0856 0.2349 0.0374 0.1868 0.2620 0.0006 0.111418 0.027079 -1.5705 0 2.7015 0  660 718 751 729 784 752 745 607  1 1 0 0 0 0 0 0 0 
3.758 2 1 3 0 -8.087158 -4.333496 -53.222656 0.0795 0.2348 0.0369 0.1767 0.2626 0.0007 0.114009 0.027532 -1.5705 0 2.7015 0  653 689 748 733 711 749 750 560  1 1 0 0 0 0 0 0 0 
3.763 2 1 3 0 -7.659912 -3.082275 -52.246094 0.0813 0.2436 0.0522 0.2157 0.2634 0.0008 0.119192 0.027677 -1.5705 0 2.7015 0  641 663 747 719 711 746 750 568  1 1 0 0 0 0 0 0 0 
3.768 2 1 3 0 -6.500244 -0.213623 -56.976318 0.0747 0.2470 0.0522 0.2205 0.2638 0.0008 0.124374 0.027774 -1.5705 0 2.7015 0  629 683 745 715 729 749 747 576  1 1 0 0 0 0 0 0 0 
3.773 2 1 3 0 -6.011963 -0.701904 -60.485840 0.0784 0.2505 0.0398 0.1868 0.2644 0.0009 0.126965 0.027857 -1.5705 0 2.7015 0  632 637 734 715 714 742 742 566  1 1 0 0 0 0 0 0 0 
3.778 2 1 3 0 -7.232666 -2.685547 -60.607910 0.0865 0.2646 0.0398 0.2193 0.2650 0.0010 0.134738 0.028053 -1.5705 0 2.7015 0  634 674 730 717 748 734 745 570  1 1 0 0 0 0 0 0 0 
3.783 2 1 3 0 -7.659912 0.854492 -68.542480 0.0872 0.2673 0.0374 0.2217 0.2658 0.0011 0.139921 0.028281 -1.5705 0 2.7015 0  623 657 710 714 727 729 739 612  1 1 0 0 0 0 0 0 0 
3.788 2 1 3 0 -8.850098 0.061035 -72.540283 0.0893 0.2760 0.0759 0.2205 0.2666 0.0012 0.145103 0.028333 -1.5705 0 2.7015 0  619 652 719 702 725 730 736 570  1 1 0 0 0 0 0 0 0 
3.793 2 1 3 0 -9.185791 -0.152588 -69.274902 0.0944 0.2910 0.0655 0.2731 0.2672 0.0013 0.152876 0.028238 -1.5705 0 2.7015 0  609 651 715 703 710 724 735 563  1 1 0 0 0 0 0 0 0 
3.798 2 1 3 0 -7.781982 7.019043 -72.753906 0.0808 0.2874 0.0619 0.2590 0.2680 0.0014 0.158059 0.027686 -1.5705 0 2.7015 0  601 651 717 694 699 722 739 561  1 1 0 0 0 0 0 0 0 
3.803 2 1 3 0 -8.361816 5.401611 -78.308105 0.0853 0.2979 0.0414 0.2607 0.2686 0.0015 0.165832 0.027370 -1.5705 0 2.7015 0  603 649 696 691 718 716 729 579  1 1 0 0 0 0 0 0 0 
3.808 2 1 3 0 -10.040283 5.523682 -76.599121 0.0874 0.3020 0.0305 0.2265 0.2694 0.0017 0.171014 0.026785 -1.5705 0 2.7015 0  597 638 693 689 710 718 733 573  1 1 0 0 0 0 0 0 0 
3.813 2 1 3 0 -11.138916 7.843018 -85.968018 0.0877 0.3083 0.0647 0.2402 0.2704 0.0018 0.178788 0.026459 -1.5705 0 2.7015 0  589 640 706 689 677 714 735 570  1 1 0 0 0 0 0 0 0 
3.818 2 1 3 0 -10.345459 10.650635 -87.097168 0.0903 0.3169 0.0647 0.2888 0.2710 0.0019 0.186561 0.025664 -1.5705 0 2.7015 0  588 610 699 680 666 709 729 552  1 1 0 0 0 0 0 0 0 
3.823 2 1 3 0 -10.101318 16.906738 -84.808350 0.0805 0.3131 0.0719 0.2908 0.2720 0.0021 0.194334 0.024103 -1.5705 0 2.7015 0  573 619 679 677 685 704 730 578  1 1 0 0 0 0 0 0 0 
3.828 2 1 3 0 -10.711670 14.678955 -84.747314 0.0792 0.3209 0.0410 0.2767 0.2725 0.0023 0.202108 0.022735 -1.5705 0 2.7015 0  567 626 703 669 682 698 725 543  1 1 0 0 0 0 0 0 0 
3.833 2 1 3 0 -9.521484 12.664795 -86.059570 0.0818 0.3334 0.0390 0.2908 0.2735 0.0025 0.209881 0.021556 -1.5705 0 2.7015 0  570 611 658 670 689 692 728 620  1 1 0 0 0 0 0 0 0 
3.838 2 1 3 0 -8.636475 15.533447 -93.292236 0.0850 0.3347 0.0390 0.2767 0.2743 0.0026 0.220246 0.020688 -1.5705 0 2.7015 0  553 615 682 664 657 682 731 556  1 1 0 0 0 0 0 0 0 
3.843 2 1 3 0 -10.406494 16.754150 -97.259521 0.0914 0.3431 0.0402 0.3185 0.2751 0.0028 0.225428 0.019451 -1.5705 0 2.7015 0  552 604 662 666 665 691 725 570  1 1 0 0 0 0 0 0 0 
3.848 2 1 3 0 -11.566162 16.906738 -100.036621 0.0926 0.3483 0.0627 0.3213 0.2761 0.0030 0.233201 0.018118 -1.5705 0 2.7015 0  545 604 648 657 670 664 723 581  1 1 0 0 0 0 0 0 0 
3.853 2 1 3 0 -8.880615 17.059326 -99.731445 0.0949 0.3606 0.0546 0.3715 0.2771 0.0033 0.240975 0.016605 -1.5705 0 2.7015 0  552 605 674 649 663 707 724 584  1 1 0 0 0 0 0 0 0 
3.858 2 1 3 0 -8.270264 22.186279 -98.266602 0.0811 0.3568 0.0546 0.3490 0.2778 0.0035 0.251339 0.014640 -1.5705 0 2.7015 0  546 592 699 655 667 683 727 570  1 1 0 0 0 0 0 0 0 
3.863 2 1 3 0 -10.650635 23.925781 -106.323242 0.0798 0.3577 0.0386 0.3374 0.2788 0.0037 0.259113 0.012935 -1.5705 0 2.7015 0  537 599 684 652 665 678 724 570  1 1 0 0 0 0 0 0 0 
3.868 2 1 3 0 -11.413574 27.984619 -110.137939 0.0772 0.3513 0.0386 0.3265 0.2796 0.0039 0.269477 0.010735 -1.5705 0 2.7015 0  527 589 656 649 661 691 730 587  1 1 0 0 0 0 0 0 0 
3.873 2 1 3 0 -9.735107 23.223877 -110.748291 0.0870 0.3671 0.0602 0.3683 0.2807 0.0043 0.279842 0.008808 -1.5705 0 2.7015 0  519 584 652 643 658 693 729 573  1 1 0 0 0 0 0 0 0 
3.878 2 1 3 0 -8.514404 25.482178 -109.313965 0.0807 0.3708 0.0631 0.3896 0.2817 0.0045 0.287615 0.006537 -1.5705 0 2.7015 0  524 575 668 642 654 699 731 578  1 1 0 0 0 0 0 0 0 
3.883 2 1 3 0 -4.669189 30.151367 -113.189697 0.0706 0.3587 0.0538 0.3237 0.2825 0.0048 0.297980 0.004059 -1.5705 0 2.7015 0  496 573 637 635 654 686 731 568  1 1 0 0 0 0 0 0 0 
3.888 2 1 3 0 -0.915527 30.609131 -118.316650 0.0669 0.3610 0.0321 0.3462 0.2836 0.0051 0.308344 0.001698 -1.5705 0 2.7015 0  518 573 636 635 653 683 723 568  1 1 0 0 0 0 0 0 0 
3.893 2 1 3 0 -4.180908 32.012939 -123.657227 0.0623 0.3614 0.0321 0.3683 0.2844 0.0054 0.318709 -0.000825 -1.5705 0 2.7015 0  515 571 646 632 651 680 720 556  1 1 0 0 0 0 0 0 0 
3.898 2 1 3 0 -10.955811 30.761719 -121.551514 0.0581 0.3632 0.0321 0.3582 0.2853 0.0057 0.331664 -0.003448 -1.5705 0 2.7015 0  499 560 624 626 650 688 718 555  1 1 0 0 0 0 0 0 0 
3.903 2 1 3 0 -14.190674 28.564453 -122.436523 0.0548 0.3659 0.0321 0.3346 0.2863 0.0060 0.339438 -0.005807 -1.5705 0 2.7015 0  506 559 631 629 641 684 714 549  1 1 0 0 0 0 0 0 0 
3.908 2 1 3 0 -5.584717 28.350830 -125.305176 0.0532 0.3703 0.0321 0.3683 0.2872 0.0064 0.352394 -0.008158 -1.5705 0 2.7015 0  483 556 634 629 643 671 705 543  1 1 0 0 0 0 0 0 0 
3.913 2 1 3 0 0.030518 29.022217 -133.605957 0.0587 0.3697 0.0313 0.3751 0.2880 0.0066 0.362758 -0.010337 -1.5705 0 2.7015 0  484 546 627 617 640 648 697 542  1 1 0 0 0 0 0 0 0 
3.918 2 1 3 0 -8.666992 28.076172 -130.676270 0.0580 0.3748 0.0225 0.3976 0.2889 0.0070 0.375714 -0.012397 -1.5705 0 2.7015 0  482 538 592 615 632 661 698 534  1 1 0 0 0 0 0 0 0 
3.923 2 1 3 0 -11.505127 29.571533 -132.019043 0.0493 0.3721 0.0177 0.3976 0.2898 0.0074 0.388669 -0.015068 -1.5705 0 2.7015 0  460 535 615 606 626 665 692 535  1 1 0 0 0 0 0 0 0 
3.928 2 1 3 0 -10.650635 30.059814 -133.575439 0.0440 0.3688 0.0145 0.3751 0.2906 0.0077 0.399034 -0.017138 -1.5705 0 2.7015 0  506 537 602 592 630 671 683 533  1 1 0 0 0 0 0 0 0 
3.933 2 1 3 0 -8.270264 29.968262 -141.845703 0.0385 0.3641 0.0120 0.3430 0.2915 0.0081 0.411990 -0.019483 -1.5705 0 2.7015 0  452 524 603 596 625 654 681 529  1 1 0 0 0 0 0 0 0 
3.938 2 1 3 0 -5.310059 29.327393 -140.289307 0.0412 0.3688 0.0104 0.3976 0.2924 0.0085 0.424945 -0.021893 -1.5705 0 2.7015 0  455 521 596 584 617 651 681 523  1 1 0 0 0 0 0 0 0 
3.943 2 1 3 0 -7.446289 21.392822 -144.439697 0.0549 0.3813 0.0092 0.3936 0.2932 0.0088 0.435310 -0.023358 -1.5705 0 2.7015 0  453 519 582 579 616 644 677 513  1 1 0 0 0 0 0 0 0 
3.948 2 1 3 0 -7.598877 20.782471 -143.005371 0.0511 0.3827 0.0080 0.3860 0.2941 0.0093 0.448265 -0.025037 -1.5705 0 2.7015 0  458 515 577 574 610 651 668 512  1 1 0 0 0 0 0 0 0 
3.953 2 1 3 0 -7.476807 23.529053 -147.064209 0.0464 0.3800 0.0072 0.3896 0.2950 0.0097 0.461221 -0.026631 -1.5705 0 2.7015 0  452 515 579 606 603 635 673 510  1 1 0 0 0 0 0 0 0 
3.958 2 1 3 0 -8.636475 28.137207 -150.146484 0.0357 0.3672 0.0068 0.3550 0.2959 0.0102 0.474177 -0.028678 -1.5705 0 2.7015 0  453 507 573 571 606 642 667 505  1 1 0 0 0 0 0 0 0 
3.963 2 1 3 0 -6.713867 26.855469 -146.270752 0.0337 0.3713 0.0060 0.3976 0.2968 0.0106 0.487132 -0.030980 -1.5705 0 2.7015 0  437 511 567 571 593 639 663 506  1 1 0 0 0 0 0 0 0 
3.968 2 1 3 0 -4.272461 28.381348 -147.644043 0.0264 0.3674 0.0056 0.4097 0.2976 0.0111 0.500088 -0.033429 -1.5705 0 2.7015 0  439 503 563 560 583 630 651 499  1 1 0 0 0 0 0 0 0 
3.973 2 1 3 0 -1.892090 32.989502 -147.766113 0.0115 0.3546 0.0052 0.3936 0.2983 0.0115 0.510453 -0.035848 -1.5705 0 2.7015 0  433 509 558 553 579 626 628 493  1 1 0 0 0 0 0 0 0 
3.978 2 1 3 0 -6.103516 31.677246 -149.963379 0.0128 0.3498 0.0048 0.3860 0.2992 0.0120 0.523408 -0.038304 -1.5705 0 2.7015 0  449 496 555 567 580 619 652 489  1 1 0 0 0 0 0 0 0 
3.983 2 1 3 0 -6.317139 33.508301 -148.101807 0.0011 0.3361 0.0048 0.3490 0.3001 0.0125 0.536364 -0.041175 -1.5705 0 2.7015 0  441 493 547 541 572 616 593 485  1 1 0 0 0 0 0 0 0 
3.988 2 1 3 0 -3.265381 31.311035 -148.071289 0.0033 0.3324 0.0044 0.3550 0.3008 0.0129 0.546728 -0.043630 -1.5705 0 2.7015 0  414 492 543 547 565 611 619 483  1 1 0 0 0 0 0 0 0 
3.993 2 1 3 0 -1.617432 32.196045 -148.681641 -0.0021 0.3249 0.0040 0.3860 0.3016 0.0134 0.559684 -0.046401 -1.5705 0 2.7015 0  426 476 537 553 565 604 634 476  1 1 0 0 0 0 0 0 0 
3.998 2 1 3 0 -0.946045 34.027100 -147.003174 -0.0104 0.3106 0.0040 0.3683 0.3023 0.0139 0.570049 -0.048950 -1.5705 0 2.7015 0  424 468 538 523 572 599 615 473  1 1 0 0 0 0 0 0 0 
4.003 2 1 3 0 -2.532959 32.897949 -147.460938 -0.0126 0.2984 0.0036 0.3550 0.3030 0.0143 0.580413 -0.051711 -1.5705 0 2.7015 0  417 483 534 541 560 591 617 473  1 1 0 0 0 0 0 0 0 
4.008 2 1 3 0 -0.946045 35.980225 -145.874023 -0.0250 0.2761 0.0036 0.3317 0.3036 0.0147 0.590778 -0.054655 -1.5705 0 2.7015 0  450 460 527 535 546 587 616 463  1 1 0 0 0 0 0 0 0 
4.013 2 1 3 0 0.640869 35.156250 -146.484375 -0.0308 0.2602 0.0032 0.3237 0.3043 0.0152 0.601142 -0.057450 -1.5705 0 2.7015 0  400 462 525 499 546 586 560 455  1 1 0 0 0 0 0 0 0 
4.018 2 1 3 0 0.732422 34.301758 -145.812988 -0.0379 0.2432 0.0032 0.3161 0.3050 0.0156 0.611507 -0.060468 -1.5705 0 2.7015 0  417 472 517 527 549 581 590 452  1 1 0 0 0 0 0 0 0 
4.023 2 1 3 0 0.244141 24.963379 -136.291504 -0.0321 0.2429 0.0032 0.3346 0.3056 0.0161 0.621871 -0.062931 -1.5705 0 2.7015 0  412 477 519 509 542 582 577 456  1 1 0 0 0 0 0 0 0 
4.028 2 1 3 0 -0.854492 13.946533 -125.610352 -0.0338 0.2472 0.0028 0.3265 0.3063 0.0166 0.632236 -0.064582 -1.5705 0 2.7015 0  413 471 520 517 545 578 595 450  1 1 0 0 0 0 0 0 0 
4.033 2 1 3 0 0.335693 8.850098 -116.302490 -0.0430 0.2361 -0.0028 0.2494 0.3066 0.0168 0.642600 -0.065616 -1.5705 0 2.7015 0  410 485 515 527 541 576 603 452  1 1 0 0 0 0 0 0 0 
4.038 2 1 3 0 1.129150 9.063721 -111.633301 -0.0415 0.2275 -0.0028 0.2731 0.3072 0.0173 0.652965 -0.066535 -1.5705 0 2.7015 0  409 459 511 506 525 576 580 451  1 1 0 0 0 0 0 0 0 
4.043 2 1 3 0 -1.098633 7.781982 -108.001709 -0.0423 0.2167 -0.0028 0.2623 0.3077 0.0177 0.660738 -0.067285 -1.5705 0 2.7015 0  396 466 515 510 535 572 597 449  1 1 0 0 0 0 0 0 0 
4.048 2 1 3 0 -1.892090 6.896973 -102.508545 -0.0482 0.2009 -0.0028 0.2321 0.3082 0.0180 0.668512 -0.068049 -1.5705 0 2.7015 0  405 470 511 514 538 575 576 450  1 1 0 0 0 0 0 0 0 
4.053 2 1 3 0 -2.014160 3.936768 -95.916748 -0.0452 0.1938 -0.0185 0.2494 0.3085 0.0183 0.678876 -0.068512 -1.5705 0 2.7015 0  402 472 518 514 529 573 585 449  1 1 0 0 0 0 0 0 0 
