%% logfile from robot Silke (54)
% Silke (54)
%  1    time 2.010 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: -0.0305176 -6.22559 0.0305176
%  9 10 Motor velocity ref left, right: -0.0044 -0.0190
% 11 12 Wheel velocity [m/s] left, right: -0.0028 -0.0229
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: 0.0202819 2.83578e-05 0.00259112 0.00687665
% 17 .. 37 Edge sensor: left -4.180000 0, right -0.200014 0, values 529 594 677 662 666 691 693 556, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
4.030 2 1 2 0 5.004883 4.730225 80.993652 0.2040 0.0225 0.2362 -0.0100 0.2341 -0.0661 -1.251517 -0.037464 0.7415 1 4.1800 0  512 585 683 699 801 952 1070 837  1 1 0 0 0 0 0 20 0 
4.040 2 1 2 0 4.974365 1.983643 77.789307 0.1959 0.0254 0.1940 -0.0096 0.2344 -0.0671 -1.264472 -0.037359 0.6843 1 4.1800 0  505 601 683 731 809 968 1066 844  1 1 0 0 0 0 0 20 0 
4.050 2 1 2 0 4.608154 0.030518 74.249268 0.1903 0.0152 0.1900 0.0080 0.2348 -0.0682 -1.274837 -0.036977 0.6279 1 4.1800 0  503 603 686 723 832 972 1081 854  1 1 0 0 0 0 0 20 0 
4.060 2 1 2 0 4.028320 1.037598 72.448730 0.1764 0.0213 0.1759 0.0080 0.2350 -0.0690 -1.285201 -0.036744 0.5121 1 4.1800 0  505 593 690 725 849 989 1087 846  1 1 0 0 0 0 0 20 0 
4.070 2 1 2 0 4.302979 -1.037598 69.641113 0.1687 0.0128 0.1707 0.0080 0.2353 -0.0700 -1.298157 -0.036271 0.5034 1 4.1800 0  507 601 694 737 853 1002 1091 850  1 1 0 0 0 0 0 20 0 
4.080 2 1 2 0 3.936768 -3.784180 67.047119 0.1615 0.0137 0.1707 0.0080 0.2354 -0.0705 -1.305930 -0.035413 0.4308 1 4.1800 0  513 602 700 747 869 1016 1098 847  1 1 0 0 0 0 0 20 0 
4.090 2 1 2 0 3.692627 -4.821777 64.453125 0.1490 0.0212 0.1418 0.0080 0.2356 -0.0713 -1.316295 -0.034329 0.4558 1 4.1800 0  522 648 704 766 878 1023 1105 859  1 1 0 0 0 0 0 20 0 
4.100 2 1 2 0 3.448486 -6.195068 61.065674 0.1390 0.0178 0.1269 0.0072 0.2358 -0.0719 -1.324068 -0.032974 0.2864 1 4.1800 0  523 614 711 777 916 1035 1108 895  1 1 0 0 0 0 0 20 0 
4.110 2 1 2 0 2.380371 -10.131836 55.999756 0.1354 0.0214 0.1305 0.0060 0.2360 -0.0727 -1.334433 -0.030926 0.2581 1 4.1800 0  527 612 719 790 913 1041 1114 860  1 1 0 0 0 0 0 20 0 
4.120 2 1 2 0 3.723145 -10.894775 51.940918 0.1280 0.0174 0.1028 0.0052 0.2361 -0.0733 -1.342206 -0.028498 0.0419 1 4.1800 0  528 566 734 803 923 1058 1120 855  1 1 0 0 0 0 0 20 0 
4.130 2 1 2 0 2.593994 -15.838623 45.562744 0.1343 0.0276 0.1317 0.0048 0.2363 -0.0739 -1.349980 -0.025390 0.1552 1 4.1800 0  538 617 749 818 936 1073 1129 861  1 1 0 0 0 0 0 20 0 
4.140 2 1 2 0 2.563477 -18.066406 41.839600 0.1365 0.0296 0.1261 0.0040 0.2364 -0.0744 -1.357753 -0.022049 0.0323 1 4.1800 0  545 637 767 834 973 1087 1143 857  1 1 0 0 0 0 0 20 0 
4.150 2 1 2 0 1.922607 -20.294189 39.031982 0.1412 0.0400 0.1233 0.0036 0.2365 -0.0750 -1.365527 -0.018423 0.1416 1 4.1800 0  553 651 757 844 966 1093 1148 911  1 1 0 0 0 0 0 20 0 
4.160 2 1 2 0 2.532959 -23.834229 36.499023 0.1586 0.0374 0.1631 0.0032 0.2366 -0.0756 -1.373300 -0.014355 0.0024 1 4.1800 0  560 645 799 859 989 1108 1156 879  1 1 0 0 0 0 0 20 0 
4.170 2 1 2 0 2.258301 -22.125244 36.499023 0.1633 0.0501 0.1289 0.0032 0.2368 -0.0762 -1.381073 -0.010194 -0.0411 1 4.1800 0  563 655 785 873 1003 1100 1168 868  1 1 0 0 0 0 0 20 0 
4.180 2 1 2 0 3.479004 -18.890381 37.994385 0.1658 0.0635 0.1366 0.0028 0.2369 -0.0772 -1.388847 -0.006827 -0.1125 1 4.1800 0  565 666 799 884 1021 1140 1172 878  1 1 0 0 0 0 0 20 0 
4.190 2 1 2 0 3.204346 -9.460449 37.872314 0.1579 0.0436 0.1261 0.0570 0.2371 -0.0780 -1.394029 -0.004189 -0.1232 1 4.1800 0  578 673 836 900 1033 1139 1182 896  1 1 0 0 0 0 0 20 0 
4.200 2 1 2 0 2.685547 -6.835938 37.567139 0.1543 0.0450 0.1297 0.0233 0.2372 -0.0786 -1.401802 -0.002999 -0.2030 1 4.1800 0  579 677 835 915 1054 1148 1184 912  1 1 0 0 0 0 0 20 0 
4.210 2 1 2 0 4.302979 -7.598877 40.252686 0.1579 0.0446 0.1261 0.0149 0.2373 -0.0792 -1.409576 -0.001608 -0.2840 1 4.1800 0  583 685 855 930 1062 1151 1189 888  1 1 0 0 0 0 0 20 0 
4.220 2 1 2 0 2.441406 -9.948730 42.633057 0.1621 0.0548 0.1229 0.0108 0.2374 -0.0798 -1.417349 -0.000356 -0.3517 1 4.1800 0  587 687 855 944 1078 1147 1193 889  1 1 0 0 0 0 0 20 0 
4.230 2 1 2 0 4.486084 -12.542725 44.952393 0.1750 0.0596 0.1486 0.0092 0.2375 -0.0808 -1.425123 0.001581 -0.4598 1 4.1800 0  584 705 881 958 1091 1155 1198 898  1 1 0 0 0 0 0 20 0 
4.240 2 1 2 0 4.669189 -4.547119 47.271729 0.1645 0.0501 0.1309 0.0847 0.2377 -0.0818 -1.427714 0.002744 -0.5267 1 4.1800 0  596 707 882 975 1105 1178 1195 893  1 1 0 0 0 0 0 20 0 
4.250 2 1 2 0 3.295898 -2.075195 40.008545 0.1644 0.0381 0.1438 0.0269 0.2378 -0.0826 -1.438078 0.003081 -0.6434 1 4.1800 0  607 717 915 996 1113 1157 1199 885  1 1 0 0 0 0 0 20 0 
4.260 2 1 2 0 4.730225 -7.202148 37.963867 0.1804 0.0416 0.1619 0.0177 0.2379 -0.0836 -1.445852 0.004156 -0.6617 1 4.1800 0  621 734 921 1010 1126 1180 1199 887  1 1 0 0 0 0 0 20 0 
4.270 2 1 2 0 3.295898 -6.378174 43.151855 0.1817 0.0569 0.1357 0.0177 0.2380 -0.0841 -1.453625 0.004998 -0.8936 1 4.1800 0  604 748 943 1031 1136 1163 1203 877  1 1 0 0 0 0 0 20 0 
4.280 2 1 2 0 4.791260 -5.676270 48.767090 0.1883 0.0571 0.1506 0.0691 0.2381 -0.0853 -1.458807 0.005807 -0.8461 1 4.1800 0  617 760 937 1045 1143 1192 1202 883  1 1 0 0 0 0 0 20 0 
4.290 2 1 2 0 3.753662 -2.502441 47.180176 0.1875 0.0621 0.1574 0.0309 0.2382 -0.0861 -1.469172 0.006033 -0.8581 1 4.1747 1  667 768 988 1048 1144 1191 1196 875  1 1 0 0 0 0 0 20 1 
4.300 2 1 2 0 5.462646 -4.821777 49.560547 0.2035 0.0581 0.1823 0.0173 0.2383 -0.0869 -1.479536 0.006659 -1.1030 1 4.1622 1  651 791 997 1079 1151 1183 1184 865  1 1 0 0 0 0 0 20 1 
4.310 2 1 2 0 4.669189 -3.387451 54.260254 0.2075 0.0659 0.1550 0.0157 0.2384 -0.0881 -1.489901 0.007261 -1.3173 1 3.9124 1  656 821 1030 1125 1157 1175 1196 867  1 1 0 0 0 0 0 20 8 
4.320 2 1 2 0 6.866455 2.258301 57.830811 0.2078 0.0615 0.1639 0.0522 0.2385 -0.0893 -1.495083 0.007497 -1.4753 1 3.3665 1  654 832 1059 1130 1160 1184 1210 851  1 1 0 0 0 0 0 20 18 
4.330 2 1 2 0 5.523682 3.784180 57.952881 0.2094 0.0637 0.1839 0.0345 0.2385 -0.0901 -1.505448 0.006560 -1.3589 1 2.9357 1  711 856 1074 1139 1156 1189 1210 843  1 1 0 0 0 0 0 20 20 
4.340 2 1 2 0 7.019043 1.312256 59.173584 0.2229 0.0572 0.2008 0.0185 0.2386 -0.0911 -1.518403 0.006222 -1.4682 1 2.7793 1  724 879 1093 1124 1163 1190 1170 831  1 1 0 0 0 0 0 20 20 
4.350 2 1 2 0 5.096436 -1.251221 61.828613 0.2368 0.0671 0.1807 0.0863 0.2387 -0.0926 -1.526177 0.006610 -1.4879 1 2.5001 1  753 899 1106 1142 1162 1183 1152 819  1 1 0 0 0 0 0 20 20 
4.360 2 1 2 0 4.943848 13.031006 55.053711 0.2179 0.0466 0.1920 0.0470 0.2387 -0.0938 -1.536541 0.004794 -1.6878 1 2.3802 1  744 920 1121 1171 1161 1179 1151 802  1 1 0 0 0 0 0 20 20 
4.370 2 1 2 0 5.401611 9.735107 60.363770 0.2233 0.0497 0.2036 0.0217 0.2387 -0.0948 -1.549497 0.002603 -1.8598 1 2.1789 1  761 935 1139 1140 1154 1167 1121 783  1 1 0 0 0 0 0 20 20 
4.380 2 1 2 0 6.347656 5.462646 61.096191 0.2367 0.0511 0.2265 0.0169 0.2388 -0.0960 -1.559862 0.001354 -2.1942 1 1.8286 1  800 956 1151 1135 1158 1159 1071 757  1 1 0 0 0 0 0 20 20 
4.390 2 1 2 0 6.286621 4.150391 64.636230 0.2454 0.0557 0.2100 0.0578 0.2388 -0.0976 -1.570226 0.000762 -2.4790 1 2.0494 1  809 974 1158 1137 1146 1142 1097 737  1 1 0 0 0 0 0 20 20 
4.400 2 1 2 0 7.293701 7.751465 71.350098 0.2430 0.0577 0.1996 0.0374 0.2388 -0.0986 -1.583182 -0.000630 -2.6796 1 1.9469 1  811 981 1160 1137 1141 1129 1062 710  1 1 0 0 0 0 0 20 20 
4.410 2 1 2 0 5.828857 5.249023 73.394775 0.2539 0.0674 0.2345 0.0193 0.2387 -0.0996 -1.596137 -0.001870 -3.1899 1 1.9118 1  844 1027 1162 1148 1148 1111 1039 680  1 1 0 0 0 0 0 20 20 
4.420 2 1 2 0 6.500244 4.180908 76.873779 0.2648 0.0623 0.2390 0.0153 0.2387 -0.1010 -1.609093 -0.002694 -4.1800 0 1.6414 1  863 963 1158 1121 1136 1089 977 657  1 1 0 0 0 0 0 10 20 
4.430 2 1 2 0 9.002686 5.187988 82.397461 0.2719 0.0652 0.2253 0.0896 0.2386 -0.1026 -1.619458 -0.003227 -4.1800 0 1.5319 1  877 1010 1155 1115 1112 1062 928 627  1 1 0 0 0 0 0 0 20 
4.440 2 1 2 0 9.155273 12.329102 73.547363 0.2645 0.0579 0.2402 0.0422 0.2386 -0.1040 -1.632413 -0.004898 -4.1800 0 1.4229 1  874 1014 1146 1112 1094 1028 869 595  1 1 0 0 0 0 0 0 20 
4.450 2 1 2 0 5.706787 7.812500 76.263428 0.2772 0.0625 0.2522 0.0221 0.2385 -0.1054 -1.645369 -0.006638 -4.1800 0 1.2991 1  893 989 1133 1097 1071 986 845 585  1 1 0 0 0 0 0 0 20 
4.460 2 1 2 0 9.796143 10.437012 77.758789 0.2775 0.0604 0.2374 0.0594 0.2384 -0.1068 -1.658325 -0.007970 -4.1800 0 1.1986 1  890 986 1120 1088 1048 946 812 557  1 1 0 0 0 0 0 0 20 
4.470 2 1 2 0 7.904053 17.395020 79.132080 0.2643 0.0513 0.2390 0.0273 0.2382 -0.1080 -1.673871 -0.010997 -4.1800 0 1.0171 1  889 963 1106 1060 1023 907 777 544  1 1 0 0 0 0 0 0 20 
4.480 2 1 2 0 8.544922 14.221191 76.385498 0.2706 0.0588 0.2623 0.0165 0.2381 -0.1094 -1.686827 -0.013345 -4.1800 0 0.7044 1  880 978 1088 1042 962 867 750 548  1 1 0 0 0 0 0 0 20 
4.490 2 1 2 0 5.615234 11.627197 77.819824 0.2758 0.0541 0.2538 0.0165 0.2379 -0.1106 -1.702374 -0.015053 -4.1800 0 0.6327 1  870 986 1077 1017 965 829 716 575  1 1 0 0 0 0 0 0 20 
4.500 2 1 2 0 8.361816 12.695312 81.970215 0.2690 0.0640 0.2305 0.0454 0.2377 -0.1122 -1.712738 -0.017242 -4.1800 0 0.2929 1  856 987 1061 981 877 796 701 507  1 1 0 0 0 0 0 0 20 
4.510 2 1 2 0 7.049561 10.681152 85.510254 0.2719 0.0577 0.2554 0.0378 0.2375 -0.1134 -1.728285 -0.019235 -4.1800 0 0.4771 1  847 940 1032 946 875 762 684 488  1 1 0 0 0 0 0 0 20 
4.520 2 1 2 0 7.446289 7.934570 84.014893 0.2777 0.0594 0.2510 0.0193 0.2373 -0.1148 -1.746423 -0.020393 -4.1800 0 0.1193 1  835 911 1000 906 818 744 674 492  1 1 0 0 0 0 0 0 20 
4.530 2 1 2 0 6.713867 10.284424 89.782715 0.2704 0.0572 0.2281 0.0137 0.2370 -0.1161 -1.759379 -0.022225 -4.1800 0 0.0031 1  819 888 960 868 789 710 659 481  1 1 0 0 0 0 0 0 20 
4.540 2 1 2 0 7.354736 8.300781 90.545654 0.2772 0.0607 0.2928 0.0811 0.2367 -0.1177 -1.769743 -0.023848 -4.1800 0 -0.1568 1  796 859 904 826 761 696 651 476  1 1 0 0 0 0 0 0 20 
4.550 2 1 2 0 6.683350 12.573242 82.733154 0.2720 0.0443 0.2695 0.0703 0.2364 -0.1193 -1.785290 -0.024739 -4.1800 0 -0.3899 1  773 828 874 783 725 684 639 470  1 1 0 0 0 0 0 0 20 
4.560 2 1 2 0 6.317139 16.387939 86.700439 0.2584 0.0362 0.2434 0.0265 0.2361 -0.1205 -1.800837 -0.027300 -4.1800 0 -0.7387 1  745 784 820 750 697 654 634 497  1 1 0 0 0 0 0 0 20 
4.570 2 1 2 0 6.652832 12.664795 84.960938 0.2575 0.0353 0.2639 0.0157 0.2359 -0.1216 -1.816384 -0.029585 -4.1800 0 -0.8334 0  705 745 771 708 679 673 614 472  1 1 0 0 0 0 0 0 4 
4.580 2 1 2 0 6.042480 7.019043 84.075928 0.2623 0.0313 0.2462 0.0129 0.2354 -0.1232 -1.831931 -0.030754 -4.1800 0 -0.8334 0  673 713 746 690 664 638 612 469  1 1 0 0 0 0 0 0 0 
4.590 2 1 2 0 7.537842 8.911133 86.273193 0.2570 0.0334 0.2639 0.0129 0.2351 -0.1244 -1.847477 -0.031979 -4.1800 0 -0.8334 0  647 671 719 673 653 622 607 465  1 1 0 0 0 0 0 0 0 
4.600 2 1 2 0 6.713867 8.148193 87.860107 0.2523 0.0367 0.2695 0.0129 0.2348 -0.1255 -1.863024 -0.033259 -4.1800 0 -0.8334 0  609 638 668 662 642 625 596 455  1 1 0 0 0 0 0 0 0 
4.610 2 1 2 0 6.500244 2.868652 85.296631 0.2567 0.0395 0.2590 0.0112 0.2344 -0.1267 -1.878571 -0.033715 -4.1800 0 -0.8334 0  590 619 669 650 632 616 595 457  1 1 0 0 0 0 0 0 0 
4.620 2 1 2 0 7.080078 3.753662 87.829590 0.2496 0.0365 0.2193 0.0088 0.2341 -0.1278 -1.894118 -0.034022 -4.1800 0 -0.8334 0  571 603 657 643 631 579 593 462  1 1 0 0 0 0 0 0 0 
4.630 2 1 2 0 6.591797 3.753662 89.782715 0.2448 0.0477 0.2229 0.0072 0.2337 -0.1289 -1.909665 -0.034442 -4.1800 0 -0.8334 0  528 592 655 643 621 593 600 464  1 1 0 0 0 0 0 0 0 
4.640 2 1 2 0 6.927490 2.227783 88.043213 0.2481 0.0350 0.2446 0.0072 0.2332 -0.1303 -1.922620 -0.034537 -4.1800 0 -0.8334 0  548 582 651 634 617 613 589 458  1 1 0 0 0 0 0 0 0 
4.650 2 1 2 0 6.011963 4.302979 83.465576 0.2430 0.0286 0.2362 0.0313 0.2327 -0.1316 -1.935576 -0.034427 -4.1800 0 -0.8334 0  544 571 649 632 611 614 591 458  1 1 0 0 0 0 0 0 0 
4.660 2 1 2 0 5.645752 7.171631 85.388184 0.2282 0.0310 0.2088 -0.0365 0.2323 -0.1325 -1.953714 -0.035393 -4.1800 0 -0.8334 0  477 572 640 627 611 585 594 460  1 1 0 0 0 0 0 0 0 
4.670 2 1 2 0 5.523682 3.509521 85.540771 0.2277 0.0309 0.2253 0.0410 0.2319 -0.1336 -1.964078 -0.036066 -4.1800 0 -0.8334 0  485 564 639 623 603 580 591 462  1 1 0 0 0 0 0 0 0 
4.680 2 1 2 0 5.523682 3.784180 80.505371 0.2218 0.0260 0.2281 0.0253 0.2314 -0.1347 -1.979625 -0.036364 -4.1800 0 -0.8334 0  501 566 640 589 593 579 569 456  1 1 0 0 0 0 0 0 0 
4.690 2 1 2 0 4.791260 2.319336 79.895020 0.2158 0.0304 0.2068 -0.0161 0.2311 -0.1355 -1.995172 -0.036503 -4.1800 0 -0.8334 0  487 565 636 605 585 581 575 460  1 1 0 0 0 0 0 0 0 
4.700 2 1 2 0 5.126953 1.037598 80.902100 0.2140 0.0303 0.2362 -0.0161 0.2306 -0.1366 -2.010719 -0.036504 -4.1800 0 -0.8334 0  485 561 633 647 584 578 620 459  1 1 0 0 0 0 0 0 0 
4.710 2 1 2 0 8.453369 -3.234863 76.110840 0.2160 0.0266 0.2169 0.0241 0.2301 -0.1377 -2.021083 -0.035578 -4.1800 0 -0.8334 0  503 559 631 622 579 575 603 467  1 1 0 0 0 0 0 0 0 
4.720 2 1 2 0 7.843018 -6.652832 68.206787 0.2250 0.0375 0.2345 0.0241 0.2296 -0.1386 -2.034039 -0.033562 -4.1800 0 -0.8334 0  487 564 635 612 578 578 603 466  1 1 0 0 0 0 0 0 0 
4.730 2 1 2 0 7.080078 -0.122070 70.220947 0.2009 0.0333 0.1687 0.0165 0.2292 -0.1395 -2.046994 -0.033227 -4.1800 0 -0.8334 0  497 555 626 602 580 574 589 466  1 1 0 0 0 0 0 0 0 
4.740 2 1 2 0 4.089355 -4.333496 69.641113 0.2045 0.0330 0.2028 -0.0153 0.2289 -0.1400 -2.059950 -0.032473 -4.1800 0 -0.8334 0  499 596 625 603 587 575 606 467  1 1 0 0 0 0 0 0 0 
4.750 2 1 2 0 5.340576 -4.364014 70.892334 0.1976 0.0343 0.1920 0.0297 0.2283 -0.1411 -2.070315 -0.031838 -4.1800 0 -0.8334 0  492 563 627 583 570 577 615 468  1 1 0 0 0 0 0 0 0 
4.760 2 1 2 0 5.310059 -3.356934 69.610596 0.1924 0.0236 0.1799 0.0265 0.2278 -0.1419 -2.083270 -0.030703 -4.1800 0 -0.8334 0  496 560 621 591 566 579 612 471  1 1 0 0 0 0 0 0 0 
4.770 2 1 2 0 4.394531 -2.258301 68.359375 0.1819 0.0211 0.1799 0.0157 0.2274 -0.1426 -2.093635 -0.030334 -4.1800 0 -0.8334 0  501 566 616 594 573 578 603 478  1 1 0 0 0 0 0 0 0 
4.780 2 1 2 0 4.394531 -5.126953 67.016602 0.1791 0.0269 0.1743 -0.0141 0.2271 -0.1431 -2.106591 -0.029366 -4.1800 0 -0.8334 0  504 549 614 587 561 582 611 477  1 1 0 0 0 0 0 0 0 
4.790 2 1 2 0 4.943848 -5.676270 65.032959 0.1732 0.0290 0.1590 -0.0141 0.2267 -0.1438 -2.116955 -0.028254 -4.1800 0 -0.8334 0  496 592 612 578 591 586 607 465  1 1 0 0 0 0 0 0 0 
4.800 2 1 2 0 4.577637 -7.720947 61.889648 0.1748 0.0233 0.1735 0.0157 0.2262 -0.1447 -2.124728 -0.026700 -4.1800 0 -0.8334 0  496 478 607 580 535 591 612 454  1 1 0 0 0 0 0 0 0 
4.810 2 1 2 0 4.455566 -8.911133 57.830811 0.1734 0.0250 0.1526 0.0157 0.2257 -0.1455 -2.137684 -0.024819 -4.1800 0 -0.8334 0  499 568 608 581 563 593 616 472  1 1 0 0 0 0 0 0 0 
4.820 2 1 2 0 4.302979 -7.446289 57.189941 0.1684 0.0341 0.1514 0.0157 0.2253 -0.1460 -2.145458 -0.023189 -4.1800 0 -0.8334 0  498 539 611 577 558 601 618 499  1 1 0 0 0 0 0 0 0 
4.830 2 1 2 0 4.211426 -11.230469 56.030273 0.1725 0.0391 0.1651 -0.0157 0.2250 -0.1466 -2.158413 -0.021377 -4.1800 0 -0.8334 0  503 550 608 578 580 597 627 489  1 1 0 0 0 0 0 0 0 
4.840 2 1 2 0 4.364014 -10.742188 56.976318 0.1692 0.0426 0.1450 0.0325 0.2244 -0.1474 -2.166187 -0.019646 -4.1800 0 -0.8334 0  503 554 608 578 575 605 631 488  1 1 0 0 0 0 0 0 0 
4.850 2 1 2 0 4.180908 -14.068604 52.673340 0.1791 0.0474 0.1663 0.0285 0.2240 -0.1480 -2.176551 -0.017020 -4.1800 0 -0.8334 0  503 554 602 573 582 608 631 498  1 1 0 0 0 0 0 0 0 
4.860 2 1 2 0 4.333496 -6.072998 57.739258 0.1621 0.0343 0.1285 0.0165 0.2236 -0.1485 -2.184325 -0.015768 -4.1800 0 -0.8334 0  508 572 603 574 574 609 639 473  1 1 0 0 0 0 0 0 0 
4.870 2 1 2 0 4.547119 -11.291504 55.694580 0.1725 0.0473 0.1554 -0.0133 0.2233 -0.1490 -2.197280 -0.013834 -4.1800 0 -0.8334 0  497 555 593 574 600 611 641 503  1 1 0 0 0 0 0 0 0 
4.880 2 1 2 0 5.004883 -7.751465 59.265137 0.1649 0.0429 0.1398 0.0394 0.2228 -0.1497 -2.202462 -0.012541 -4.1800 0 -0.8334 0  503 546 585 570 602 623 645 542  1 1 0 0 0 0 0 0 0 
4.890 2 1 2 0 4.180908 -11.077881 56.121826 0.1744 0.0470 0.1578 0.0281 0.2223 -0.1503 -2.212827 -0.010463 -4.1800 0 -0.8334 0  497 549 597 569 590 622 649 515  1 1 0 0 0 0 0 0 0 
4.900 2 1 2 0 4.760742 -9.063721 55.755615 0.1782 0.0439 0.1538 0.0165 0.2218 -0.1510 -2.223191 -0.008344 -4.1800 0 -0.8334 0  498 552 591 573 602 652 652 496  1 1 0 0 0 0 0 0 0 
4.910 2 1 2 0 5.462646 -9.246826 56.030273 0.1826 0.0479 0.1542 0.0116 0.2214 -0.1516 -2.233556 -0.006739 -4.1800 0 -0.8334 0  500 543 586 577 605 634 654 525  1 1 0 0 0 0 0 0 0 
4.920 2 1 2 0 5.462646 -6.958008 59.722900 0.1829 0.0520 0.1462 0.0088 0.2209 -0.1522 -2.243921 -0.005221 -4.1800 0 -0.8334 0  504 543 561 582 609 607 661 520  1 1 0 0 0 0 0 0 0 
4.930 2 1 2 0 4.913330 -3.417969 53.833008 0.1785 0.0544 0.1422 0.0084 0.2204 -0.1529 -2.249103 -0.004191 -4.1800 0 -0.8334 0  499 541 580 587 612 630 669 516  1 1 0 0 0 0 0 0 0 
4.940 2 1 2 0 4.974365 -2.777100 51.300049 0.1857 0.0415 0.1707 0.0084 0.2197 -0.1536 -2.262058 -0.003331 -4.1800 0 -0.8334 0  498 537 573 591 612 662 667 513  1 1 0 0 0 0 0 0 0 
4.950 2 1 2 0 2.929688 -2.685547 48.553467 0.1897 0.0407 0.1707 0.0189 0.2191 -0.1544 -2.269832 -0.002726 -4.1800 0 -0.8334 0  493 540 596 590 612 645 668 521  1 1 0 0 0 0 0 0 0 
4.960 2 1 2 0 1.892090 -1.190186 56.793213 0.1902 0.0406 0.1611 0.0189 0.2186 -0.1550 -2.280196 -0.002696 -4.1800 0 -0.8334 0  493 536 589 593 622 633 668 519  1 1 0 0 0 0 0 0 0 
4.970 2 1 2 0 4.211426 -2.502441 61.920166 0.1915 0.0512 0.1606 0.0149 0.2180 -0.1556 -2.290561 -0.002944 -4.1800 0 -0.8334 0  490 535 593 607 619 662 674 520  1 1 0 0 0 0 0 0 0 
4.980 2 1 2 0 5.950928 -4.302979 66.436768 0.2011 0.0500 0.1731 0.0112 0.2172 -0.1565 -2.300925 -0.002387 -4.1800 0 -0.8334 0  502 532 591 612 626 650 687 522  1 1 0 0 0 0 0 0 0 
4.990 2 1 2 0 7.263184 3.173828 56.793213 0.1991 0.0380 0.2008 0.0643 0.2164 -0.1574 -2.311290 -0.001699 -4.1800 0 -0.8334 0  511 527 593 621 631 666 679 522  1 1 0 0 0 0 0 0 0 
5.000 2 1 2 0 5.126953 5.096436 57.067871 0.1967 0.0313 0.1868 0.0245 0.2159 -0.1580 -2.321655 -0.002504 -4.1800 0 -0.8334 0  448 528 595 614 629 654 675 522  1 1 0 0 0 0 0 0 0 
5.010 2 1 2 0 6.927490 2.288818 57.281494 0.1985 0.0419 0.1691 0.0157 0.2152 -0.1587 -2.329428 -0.003110 -4.1800 0 -0.8334 0  493 518 597 614 634 668 674 519  1 1 0 0 0 0 0 0 0 
5.020 2 1 2 0 4.669189 -1.220703 61.614990 0.2091 0.0485 0.2016 0.0157 0.2145 -0.1595 -2.342384 -0.003334 -4.1800 0 -0.8334 0  477 525 613 618 630 667 677 517  1 1 0 0 0 0 0 0 0 
5.030 2 1 2 0 6.286621 -3.997803 62.408447 0.2201 0.0544 0.2016 0.0590 0.2135 -0.1605 -2.350157 -0.002662 -4.1800 0 -0.8334 0  484 529 604 625 639 666 682 517  1 1 0 0 0 0 0 0 0 
5.040 2 1 2 0 7.232666 0.549316 63.598633 0.2207 0.0510 0.2125 0.0329 0.2128 -0.1612 -2.363113 -0.002592 -4.1800 0 -0.8334 0  449 527 612 648 641 662 689 524  1 1 0 0 0 0 0 0 0 
5.050 2 1 2 0 7.507324 2.868652 69.946289 0.2168 0.0555 0.1847 0.0181 0.2122 -0.1617 -2.373477 -0.003112 -4.1800 0 -0.8334 0  430 523 616 579 643 664 658 526  1 1 0 0 0 0 0 0 0 
5.060 2 1 2 0 6.774902 -0.549316 72.265625 0.2294 0.0641 0.2100 0.0125 0.2115 -0.1624 -2.386433 -0.002902 -4.1800 0 -0.8334 0  471 510 619 616 644 666 664 521  1 1 0 0 0 0 0 0 0 
5.070 2 1 2 0 6.896973 5.676270 69.458008 0.2280 0.0440 0.2125 0.0116 0.2106 -0.1633 -2.396797 -0.002912 -4.1800 0 -0.8334 0  451 532 621 642 650 671 677 518  1 1 0 0 0 0 0 0 0 
5.080 2 1 2 0 6.103516 5.004883 68.786621 0.2337 0.0435 0.2080 0.0116 0.2097 -0.1641 -2.412344 -0.003675 -4.1800 0 -0.8334 0  442 533 628 627 646 669 712 525  1 1 0 0 0 0 0 0 0 
5.090 2 1 2 0 6.988525 5.828857 74.584961 0.2328 0.0555 0.2088 0.0165 0.2088 -0.1649 -2.422709 -0.005045 -4.1800 0 -0.8334 0  448 551 628 635 652 671 685 524  1 1 0 0 0 0 0 0 0 
5.100 2 1 2 0 7.415771 6.683350 76.599121 0.2320 0.0466 0.1928 0.0293 0.2079 -0.1657 -2.433073 -0.006070 -4.1800 0 -0.8334 0  463 531 631 641 672 668 683 527  1 1 0 0 0 0 0 0 0 
5.110 2 1 2 0 6.652832 4.791260 70.648193 0.2438 0.0504 0.2345 0.0293 0.2070 -0.1664 -2.448620 -0.006850 -4.1800 0 -0.8334 0  465 540 631 632 650 667 668 523  1 1 0 0 0 0 0 0 0 
5.120 2 1 2 0 6.561279 5.462646 76.965332 0.2458 0.0553 0.2181 0.0197 0.2062 -0.1671 -2.461576 -0.007904 -4.1800 0 -0.8334 0  462 563 630 646 639 668 656 521  1 1 0 0 0 0 0 0 0 
5.130 2 1 2 0 6.988525 5.767822 82.214355 0.2429 0.0607 0.1928 0.0133 0.2054 -0.1677 -2.474531 -0.009133 -4.1800 0 -0.8334 0  479 555 636 654 648 669 695 529  1 1 0 0 0 0 0 0 0 
